subcategory,metric,term,coef,stat,pval,ci_low,ci_high,effect_size,converged,n_obs,n_subjects,pval_fdr
102,disturbance,"C(version, Treatment(reference='default'))[T.personalized]",-0.24999999999999803,-0.4345240186259312,0.6639079570546964,-1.3776499690039632,0.8776499690039672,-0.1517442446667198,True,36,12,0.7376755078385515
102,disturbance,"C(version, Treatment(reference='default'))[T.personified]",-0.249999999999998,-0.43452401862593115,0.6639079570546965,-1.3776499690039632,0.8776499690039672,-0.1517442446667198,True,36,12,0.7376755078385516
102,disturbance,"C(mode, Sum)[S.0]",-0.8333333333333309,-1.9611614085513385,0.049860197090025635,-1.666157859314862,-0.0005088073517998115,-0.5058141488890685,True,36,12,0.12465049272506408
102,disturbance,"C(version, Treatment(reference='default'))[T.personalized]:C(mode, Sum)[S.0]",0.24999999999999742,0.4345240186259301,0.6639079570546974,-0.8776499690039677,1.3776499690039625,0.15174424466671943,True,36,12,0.7424822669924611
102,disturbance,"C(version, Treatment(reference='default'))[T.personified]:C(mode, Sum)[S.0]",0.24999999999999742,0.4345240186259301,0.6639079570546974,-0.8776499690039677,1.3776499690039625,0.15174424466671943,True,36,12,0.8290309808648352
102,disturbance,Group Var,0.0909086456945499,0.42857007929595686,0.6682361238973171,-0.32484056325007693,0.5066578546391767,0.05517945509837613,True,36,12,0.7424845821081302
102,satisfaction,Intercept,5.750000000000003,16.042164162957715,6.485437697640781e-58,5.047489241686737,6.452510758313268,4.076392090692974,True,36,12,1.6213594244101951e-57
102,satisfaction,"C(version, Treatment(reference='default'))[T.personalized]",0.7499999999999979,2.0410094927801503,0.04124988355023817,0.029781405424663232,1.4702185945753325,0.5317033161773428,True,36,12,0.08468289007858532
102,satisfaction,"C(version, Treatment(reference='default'))[T.personified]",0.9166666666666647,2.4945671578424076,0.012611085963828107,0.19644807209133008,1.6368852612419995,0.6498596086611972,True,36,12,0.04203695321276036
102,satisfaction,"C(mode, Sum)[S.0]",0.750000000000001,2.0924561951683995,0.03639772638205513,0.04748924168673552,1.4525107583132666,0.5317033161773449,True,36,12,0.09099431595513782
102,satisfaction,"C(version, Treatment(reference='default'))[T.personalized]:C(mode, Sum)[S.0]",-0.4166666666666674,-1.1338941626556442,0.2568389459925633,-1.1368852612420022,0.30355192790866725,-0.2953907312096362,True,36,12,0.5147393054003429
102,satisfaction,"C(version, Treatment(reference='default'))[T.personified]:C(mode, Sum)[S.0]",-0.583333333333334,-1.587451827717901,0.11241034903522737,-1.3035519279086687,0.13688526124200062,-0.41354702369349045,True,36,12,0.9385857111127087
